,ACIDS,ADDITIONAL INFORMATION,ALCOHOL,BEER TYPE,BITTERNESS,CATEGORY,CHARACTERISTICS,CLOSURE,COUNTRY,DEPOSIT,ENERGY,GRAPE,ICONS,MORE INFORMATION,NAME,PACKAGING,PRICE / LITRE,PRODUCER,PRODUCT NUMBER,REGION1,REGION2,SELECTION,SUGAR,SUPPLIER,TASTE PROFILE,VOLUME,WORT STRENGTH
0,4.8 g/l,,14.0%,,,Red wine,Luscious & jammy,natural cork,United States,0.1 €,80.0 Kcal / 100ml,Zinfandel,"party wine,savoury snacks,pasta and pizza,spicy and meaty sausages",,Buffalo Barrel Bourbon Barrel Aged Zinfandel 2017,bottle,17.17 EUR,House of Big Wines,922397,California,California,general selection,7.0 g/l,Cisa Drinks,"medium-bodied,medium tannic,arctic bramble notes,strawberry notes,lingonberry notes,mocha notes,oak notes,",0.75,
0,5.8 g/l,,14.0%,,,Red wine,Robust & powerful,metal screw cap,South Africa,0.1 €,80.0 Kcal / 100ml,"Cabernet Sauvignon,Merlot","mutton, lamb,grilled food,game,strong cheeses,metal screw cap",,Vergelegen Cabernet Sauvignon Merlot,bottle,21.17 EUR,Vergelegen Wines,949097,Others,,sale-to-order selection,3.0 g/l,Uniq Drinks Finland,"full-bodied,tannic,spicy,mocha notes,blackcurrant notes",0.75,
0,5.5 g/l,,14.0%,,,Red wine,Luscious & jammy,natural cork,Italy,0.1 €,80.0 Kcal / 100ml,"Corvina,Corvinone,Rondinella","mutton, lamb,beef,game,strong cheeses",,Bolla Le Poiane Valpolicella Ripasso 2015,bottle,23.11 EUR,Bolla,936067,The Veneto,DOC Valpolicella Classico Superiore Ripasso,sale-to-order selection,4.0 g/l,Domaine Wines Finland,"full-bodied,medium tannic,dark cherry notes,spicy,aromatic",0.75,
0,5.0 g/l,,11.0%,,,Sparkling wine & champagne,Smooth & light,natural cork,Italy,0.1 €,70.0 Kcal / 100ml,Glera,"salads, vegetarian food,lean fish,aperitif,party wine",,Casa Gheller Prosecco Brut,bottle,19.19 EUR,Casa Gheller,930247,,DOC Prosecco,general selection,12.0 g/l,Arvid Nordquist Hab (Suomi),"brut,acidic,fruity,pear notes,hint of herb",0.75,
0,4.9 g/l,,15.0%,,,Red wine,Nuanced & developed,natural cork,Spain,,80.0 Kcal / 100ml,"Tempranillo,Syrah,Cabernet Sauvignon","strong cheeses,beef,game,mutton, lamb",,Abadia Retuerta Seleccion Especial 2013,bottle,47.33 EUR,Abadía Retuerta,926287,Castile-Leon,Castilla y León,sale-to-order selection,2.0 g/l,Arcus Finland Oy,"full-bodied,tannic,berry notes,spicy,leather notes",0.75,
0,6.9 g/l,,12.0%,,,Sparkling wine & champagne,Generous & toasty,natural cork,France,,70.0 Kcal / 100ml,Pinot Noir,"savoury snacks,clams, mussels, scallops and oysters,seafood",Sold in gift packaging,Duménil Nature Millésime Champagne Brut 2002,bottle,99.99 EUR,Champagne Duménil,932764,Champagne,AC Champagne,sale-to-order selection,3.0 g/l,Carelia Wines,"brut,very acidic,brioche notes,yellow apple notes,multi-dimensional",0.75,
0,,,42.0%,,,Rum,Dark rum,other closure,Martinique,,230.0 Kcal / 100ml,,,Sold in gift packaging,Trois Rivières Oman,bottle,228.26 EUR,Distilleries Agricoles de Sainte-Luce,901207,,AOC Martinique,sale-to-order selection,,Craft & Cask,"amber-brown,medium full bodied,dry,warm,spicy,oak notes,tropical fruit notes",0.7,
0,5.1 g/l,,13.0%,,,White wine,Crisp & fruity,natural cork,Italy,0.1 €,70.0 Kcal / 100ml,Vernaccia di San Gimignano,"pasta and pizza,chicken, turkey,tapas and antipasti,sushi,organic",,Cesani Sanice Vernaccia di San Gimignano Riserva 2015,bottle,26.51 EUR,Cesani Vincenzo,597447,Tuscany,DOCG Vernaccia di San Gimignano Riserva,general selection,,Vindirekt Finland,"dry,acidic,citrus notes,apple notes,yellow plum notes,hint of almond,herbal notes",0.75,
0,4.7 g/l,,13.0%,,,White wine,Generous & toasty,natural cork,France,,70.0 Kcal / 100ml,Clairette,"seafood,salads, vegetarian food,clams, mussels, scallops and oysters,aperitif,organic,biodynamic",,Mas de la Rouvière 2016,bottle,32.0 EUR,Domaines Bunan,918907,Others,AC Bandol,sale-to-order selection,2.0 g/l,Sari Wines and Spirits,"dry,acidic,fruity,flowery",0.75,
0,,,41.3%,,,Gin and other spirits,Gin,metal screw cap,England,,230.0 Kcal / 100ml,,metal screw cap,,Hayman Family Reserve Gin,bottle,57.0 EUR,Hayman Distillers,900787,,,sale-to-order selection,,Red Bev,"colourless,dry,warm,gin flavour,citrus notes,spicy",0.7,
0,,,5.2%,"lager
(lager)",15.0 EBU,Beer,Lager,crown cap,Estonia,0.1 €,50.0 Kcal / 100ml,,"party wine,mild sausages,grilled food,pasta and pizza",,Saku Kuld,bottle,6.18 EUR,Saku Õlletehas,722356,,,general selection,,Servaali,"yellow,medium-bodied,medium hopped,malty,herbal notes,balanced",0.5,12.1 °P
0,,Contains sweeteners,35.0%,,,Liqueur & bitter,Spice liqueurs,natural cork,Italy,,240.0 Kcal / 100ml,,,,Nardini Tagliatella,bottle,58.74 EUR,Distilleria Bortolo Nardini,957207,,,sale-to-order selection,100.0 g/l,Tampereen Viinitukku,"mahogany-brown,full-bodied,warm,herbal notes",0.7,
0,,Mild alcoholic beverage,21.0%,,,Liqueur & bitter,Berry liqueurs,metal screw cap,Estonia,0.1 €,220.0 Kcal / 100ml,,metal screw cap,,Metsmaasikas Wild Strawberry,bottle,18.98 EUR,Liviko,002133,,,general selection,260.0 g/l,Arcus Finland,"bright red,medium full bodied,tart wild strawberry,caramel notes",0.5,
0,5.7 g/l,,14.0%,,,Red wine,Nuanced & developed,natural cork,Italy,,80.0 Kcal / 100ml,Syrah,"grilled food,casseroles,strong cheeses",,Planeta Syrah 2014,bottle,39.97 EUR,Planeta,947107,Sicily,,sale-to-order selection,4.0 g/l,Amka,"full-bodied,tannic,blueberry notes,pepper notes",0.75,
0,,Mild alcoholic beverage. Limited durability,17.0%,,,Liqueur & bitter,Cream liqueurs,plastic closure,Finland,0.2 €,340.0 Kcal / 100ml,,,,Helmi Mangokermalikööri plastic bottle,plastic bottle,20.76 EUR,Altia,284366,,,general selection,250.0 g/l,Altia,"yellowy orange,cloudy,medium full bodied,creamy,mango aroma",0.5,
0,,,40.0%,,,Cognacs,Cognac vs,natural cork,France,0.1 €,230.0 Kcal / 100ml,,,,Monopol VS,bottle,45.56 EUR,Altia,163517,,AC Cognac,general selection,7.0 g/l,Altia,"golden brown,amber,medium full bodied,youngish,warm,ripe fruit notes,hint of chocolate,spicy",0.7,
0,4.4 g/l,,14.0%,,,Red wine,Luscious & jammy,natural cork,Portugal,,80.0 Kcal / 100ml,"Touriga Nacional,Touriga Franca,Tinta Roriz,Tinto Cão","mutton, lamb,casseroles,grilled food",,Quinta Nova Unoaked 2016,bottle,28.13 EUR,Quinta Nova,950997,,,sale-to-order selection,2.0 g/l,Tampereen Viinitukku,"full-bodied,medium tannic,aromatic,berry notes",0.75,
0,,,32.0%,,,Liqueur & bitter,Spice liqueurs,natural cork,France,,290.0 Kcal / 100ml,,,,Meukow Amaretto,bottle,54.14 EUR,A.C. Meukow,951314,,,sale-to-order selection,280.0 g/l,Hartwall,"copper-brown,bitter almond notes,spicy",0.35,
0,5.7 g/l,,13.5%,,,Red wine,Luscious & jammy,metal screw cap,South Africa,0.1 €,80.0 Kcal / 100ml,Cabernet Sauvignon,"pork,beef,grilled food,casseroles,metal screw cap",,KWV Classic Collection Cabernet Sauvignon 2017,bottle,14.4 EUR,KWV,005436,Others,WO Western Cape,general selection,1.0 g/l,Arvid Nordquist Hab (Suomi),"medium-bodied,medium tannic,cherry notes,currant notes,light cranberry notes,hint of soot",0.75,
0,,,5.5%,"speciality
(saison)",42.0 EBU,Beer,Speciality,crown cap,Belgium,,50.0 Kcal / 100ml,,"mild cheeses,grilled food,pork,spicy and meaty sausages",,De Ranke Saison de Dottignies,bottle,15.21 EUR,De Ranke,923934,,,general selection,,Ultimator,"golden-yellow,medium-bodied,strongly hopped,malt biscuit notes,fruity,grapefruity,hint of toffee",0.33,13.1 °P
0,5.2 g/l,,12.5%,,,White wine,Crisp & fruity,metal screw cap,Australia,0.1 €,70.0 Kcal / 100ml,Sauvignon Blanc,"pasta and pizza,chicken, turkey,salads, vegetarian food,fatty fish,metal screw cap,lighter glass bottle",,Plan B Sauvignon Blanc 2016,bottle,17.71 EUR,Plan B Wines,549557,Western Australia,Frankland River,general selection,3.0 g/l,Hartwall,"dry,acidic,greencurrant notes,pear notes,gooseberry notes,herbal notes",0.75,
0,6.2 g/l,,13.5%,,,White wine,Generous & toasty,natural cork,United States,,80.0 Kcal / 100ml,"Chardonnay,Gewürztraminer","pork,fatty fish,chicken, turkey,grilled food",,Wente Morning Fog Chardonnay 2017,bottle,22.44 EUR,Wente Vineyards,902967,California,"Livermore Valley, San Francisco Bay",sale-to-order selection,3.0 g/l,Vinetum,"dry,acidic,peach notes,toasted,roasted,baked,apple notes",0.75,
0,,,5.6%,"ale
(pale ale)",32.0 EBU,Beer,Ale,crown cap,Finland,,50.0 Kcal / 100ml,,"party wine,lean fish,chicken, turkey,savoury snacks",,Stadin Panimo Whale Ale,bottle,15.18 EUR,Stadin Panimo,734484,,,limited quantity product,,Stadin Panimo,"amber-yellow,medium-bodied,medium hopped,malt biscuit notes,dried apricot notes,light grapefruit notes,hint of lime,fresh,refreshing",0.33,12.4 °P
0,8.0 g/l,Lower-alcohol wine,9.0%,,,White wine,Crisp & fruity,metal screw cap,Germany,,80.0 Kcal / 100ml,Riesling,"berries and fruits,meditation beverage,party wine,strong cheeses,metal screw cap",,Wegeler Rüdesheimer Berg Schlossberg Kabinett 2007,bottle,45.91 EUR,Weingüter Wegeler,953437,Rheingau,Prädikatswein Kabinett,sale-to-order selection,70.0 g/l,Motrum,"sweet,very acidic,apricot notes,honey notes,petrol notes",0.75,
0,,,46.0%,,,Whisky,Fruity & aromatic,natural cork,Scotland,0.1 €,250.0 Kcal / 100ml,,,Sold in gift packaging,Glenmorangie Quinta Ruban 12 Year Old Single Malt,bottle,106.93 EUR,The Glenmorangie Distillery,933837,,Highland,sale-to-order selection,,Moët Hennessy Suomi,"medium-bodied,amber-yellow,fruity,herbal notes,chocolaty",0.7,
0,6.2 g/l,,13.0%,,,Red wine,Nuanced & developed,natural cork,Portugal,,70.0 Kcal / 100ml,,"mutton, lamb,strong cheeses,casseroles,game birds",,Quinta da Pellada Pape 2012,bottle,61.72 EUR,Quinta da Pellada,439987,,DOC Dão,limited quantity product,2.0 g/l,Hedon,"full-bodied,medium tannic,boysenberry notes,ripe plum notes,slightly flowery,herbal notes,hint of cocoa beans,balanced",0.75,
0,,,40.0%,,,Liqueur & bitter,Herbal liquers,metal screw cap,France,0.1 €,360.0 Kcal / 100ml,,metal screw cap,,D.O.M. Benedictine,bottle,53.0 EUR,Benedictine,959776,,,sale-to-order selection,340.0 g/l,Sinebrychoff Oy Ab,"golden brown,amber,full-bodied,herbal notes,powerful,warm",0.5,
0,4.6 g/l,,14.0%,,,Red wine,Luscious & jammy,natural cork,France,,80.0 Kcal / 100ml,"Cabernet Sauvignon,Merlot,Malbec,Cabernet Franc","grilled food,mutton, lamb,spicy and meaty sausages,tapas and antipasti,local eco certificate",,Astral de Chateau Puybarbe 2015,bottle,25.11 EUR,Chateau Puybarbe,918544,Bordeaux,AOP Cotes de Bourg,sale-to-order selection,2.0 g/l,Nordalco,"medium-bodied,medium tannic,aromatic,blackcurrant notes,cedar notes",0.75,
0,,,4.9%,"pils
(pils)",25.0 EBU,Beer,Pils,crown cap,Germany,0.1 €,40.0 Kcal / 100ml,,"chicken, turkey,pork,beef,spicy and meaty sausages",,Kulmbacher Pils Edelherb,bottle,7.02 EUR,Kulmbacher Brauerei,710966,,,general selection,,Craft & Cask,"straw-yellow,medium-bodied,strongly hopped,fruity,grainy notes,citrus notes,noble hop aroma",0.5,11.2 °P
0,,,7.0%,"speciality
(sour ale)",8.0 EBU,Beer,Speciality,natural cork,Belgium,,60.0 Kcal / 100ml,,"clams, mussels, scallops and oysters,strong cheeses,game birds,meditation beverage",,Rodenbach Vintage 2015,bottle,26.56 EUR,Brouwerij Rodenbach,920114,,,sale-to-order selection,,Brew Seeker,"reddish brown,full-bodied,mildly hopped,sour cherry,fruity,aromatic",0.375,15.5 °P
0,6.1 g/l,,12.5%,,,Sparkling wine & champagne,Crisp & fruity,natural cork,France,0.1 €,80.0 Kcal / 100ml,,"salads, vegetarian food,lean fish,aperitif,party wine",,Arthur Metz Crémant d'Alsace Brut Millésimé 2016,bottle,21.17 EUR,Arthur Metz,916987,,,sale-to-order selection,12.0 g/l,Hartwall,"brut,acidic,citrus notes,fruity,toasted,roasted,baked",0.75,
0,5.1 g/l,,11.0%,,,Sparkling wine & champagne,Smooth & light,natural cork,Italy,0.1 €,70.0 Kcal / 100ml,,"party wine,salads, vegetarian food,tapas and antipasti,savoury snacks,organic",,Castelforte Spumante Organic Brut,bottle,11.85 EUR,RI.VI. S.p.A.,936707,,,general selection,9.0 g/l,Winepartners Finland,"brut,medium acidic,pear notes,honey melon notes,light flowery notes",0.75,
0,6.7 g/l,,13.0%,,,White wine,Nuanced & structured,synthetic cork,Spain,,70.0 Kcal / 100ml,Albariño,"lean fish,seafood,clams, mussels, scallops and oysters,tapas and antipasti,synthetic cork",,Granbazán Etiqueta Verde Albariño 2017,bottle,26.71 EUR,Agro de Bazán,914932,Galicia,DO Rías Baixas,sale-to-order selection,1.0 g/l,BBWines,"dry,very acidic,citrus notes,flowery,herbal notes",0.75,
0,4.7 g/l,,13.5%,,,Red wine,Berried & fresh,natural cork,Portugal,,80.0 Kcal / 100ml,,"game birds,liver,pasta and pizza,tapas and antipasti",,Bastardo 2015,bottle,39.85 EUR,Conceito Wines,924557,,,sale-to-order selection,3.0 g/l,Honeyhill Wines,"medium-bodied,medium tannic,berry notes,spicy,aromatic",0.75,
0,5.6 g/l,,10.5%,,,White wine,Crisp & fruity,metal screw cap,Italy,,60.0 Kcal / 100ml,Glera,"aperitif,savoury snacks,salads, vegetarian food,metal screw cap",,Cavazza Prosecco Frizzante,bottle,16.43 EUR,Cavazza,954067,The Veneto,DOC Prosecco,sale-to-order selection,12.0 g/l,Handpicked Wines Finland,"medium dry,acidic,green apple notes,fruity",0.75,
0,4.5 g/l,,14.0%,,,Red wine,Luscious & jammy,natural cork,Spain,,80.0 Kcal / 100ml,Tempranillo,"grilled food,mutton, lamb,beef,strong cheeses",,Protos Roble 2016,bottle,21.6 EUR,Bodegas Protos,941617,Castile-Leon,DOC Ribera del Duero,general selection,,Lbi Finland,"full-bodied,tannic,blackberry notes,sour cherry,white chocolate notes,light clove notes,oak notes",0.75,
0,5.4 g/l,,13.0%,,,Red wine,Luscious & jammy,metal screw cap,Portugal,0.1 €,70.0 Kcal / 100ml,Touriga Nacional,"pork,grilled food,casseroles,savoury snacks,metal screw cap,lighter glass bottle",,Penina Touriga Nacional 2013,bottle,15.63 EUR,Enoport-Producão de Bebidas,489767,,Vinho Regional Lisboa,general selection,1.0 g/l,Norex Selected Brands,"medium-bodied,medium tannic,sour cherry,ripe cranberry notes,hint of allspice,hint of herb",0.75,
0,5.1 g/l,,14.5%,,,Red wine,Luscious & jammy,other closure,Israel,,80.0 Kcal / 100ml,Cabernet Sauvignon,"mutton, lamb,liver,casseroles,pasta and pizza,kosher",,Galil Mountain Cabernet Sauvignon 2017,bottle,22.64 EUR,Galil Mountain Winery,936497,,Upper Galilee,sale-to-order selection,1.0 g/l,Amka,"medium-bodied,medium tannic,herbal notes,blackberry notes,blueberry notes",0.75,
0,5.2 g/l,,14.5%,,,Red wine,Robust & powerful,natural cork,Chile,0.1 €,80.0 Kcal / 100ml,Cabernet Franc,"beef,mutton, lamb,pork,game",,Tabalí Reserva Especial Cabernet Franc 2015,bottle,24.92 EUR,Viña Tabalí,419827,Limarí,DO Valle del Limari,general selection,,Pernod Ricard,"full-bodied,tannic,dark cherry notes,currant notes,ripe cranberry notes,hint of tobacco leaves,black pepper notes,oak notes",0.75,
0,,,40.0%,,,Cognacs,Cognac vs,natural cork,France,0.1 €,230.0 Kcal / 100ml,,,,Gautier VS,bottle,52.69 EUR,Gautier,000781,,AC Cognac,general selection,11.0 g/l,Arcus Finland,"amber-yellow,medium full bodied,youngish,soft,smooth,fruity,hint of toffee,light oak notes",0.7,
0,6.0 g/l,,12.0%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,Spain,,70.0 Kcal / 100ml,"Macabeo,Xarel-lo,Parellada","aperitif,party wine,tapas and antipasti",,Castel Sant Antoni Jazz Nature Cava Brut Nature,bottle,32.84 EUR,Castel Sant Antoni,946727,,DO Cava,sale-to-order selection,1.0 g/l,Peraco,"brut,very acidic,toasted,roasted,baked,multi-dimensional,citrus notes",0.75,
0,6.0 g/l,,12.0%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,Spain,,70.0 Kcal / 100ml,"Macabeo,Xarel-lo,Parellada","aperitif,party wine,tapas and antipasti",,Castel Sant Antoni Jazz Nature Cava Brut Nature,bottle,32.84 EUR,Castel Sant Antoni,946727,,DO Cava,sale-to-order selection,1.0 g/l,Peraco,"brut,very acidic,toasted,roasted,baked,multi-dimensional,citrus notes",0.75,
0,,,35.0%,,,Liqueur & bitter,Herbal liquers,metal screw cap,Finland,,250.0 Kcal / 100ml,,metal screw cap,,Valhalla,bottle,46.95 EUR,Altia,942893,,,general selection,140.0 g/l,Altia,"dark brown,medium full bodied,warm,medicinal herb notes,liquorice notes,slightly salty",0.2,
0,5.6 g/l,,11.0%,,,Sparkling wine & champagne,Crisp & fruity,natural cork,Italy,0.1 €,70.0 Kcal / 100ml,Glera,"party wine,fatty fish,salads, vegetarian food,tapas and antipasti,suitable for vegans",,Zonin Prosecco Cuvée 1821 Extra Dry,bottle,18.37 EUR,Casa Vinicola Zonin,590374,,DOC Prosecco,general selection,13.0 g/l,Pernod Ricard,"dry,acidic,green pear notes,lime notes,light apple notes,fresh,refreshing",0.375,
0,5.4 g/l,,15.0%,,,Red wine,Robust & powerful,natural cork,Italy,0.1 €,80.0 Kcal / 100ml,Sagrantino,"meditation beverage,beef,strong cheeses,game",,Le Cimate Montefalco Sagrantino 2012,bottle,40.44 EUR,Le Cimate,475027,Others,DOCG Montefalco Sagrantino,sale-to-order selection,5.0 g/l,Concealed Wines,"extra full-bodied,very tannic,sour cherry,fig notes,blackberry notes,black pepper notes,chocolaty,oak notes,long",0.75,
0,5.1 g/l,,13.0%,,,Red wine,Berried & fresh,metal screw cap,Austria,0.1 €,70.0 Kcal / 100ml,Zweigelt,"chicken, turkey,pork,salads, vegetarian food,savoury snacks,metal screw cap,organic,lighter glass bottle",,Feiler-Artinger Zweigelt 2016,bottle,19.85 EUR,Feiler-Artinger,463937,,Qualitätswein Burgenland,general selection,,Red Bev,"medium-bodied,medium tannic,wild strawberry notes,arctic bramble notes,cherry notes,hint of stable",0.75,
0,5.1 g/l,,13.0%,,,Red wine,Berried & fresh,metal screw cap,Austria,0.1 €,70.0 Kcal / 100ml,Zweigelt,"chicken, turkey,pork,salads, vegetarian food,savoury snacks,metal screw cap,organic,lighter glass bottle",,Feiler-Artinger Zweigelt 2016,bottle,19.85 EUR,Feiler-Artinger,463937,,Qualitätswein Burgenland,general selection,,Red Bev,"medium-bodied,medium tannic,wild strawberry notes,arctic bramble notes,cherry notes,hint of stable",0.75,
0,,,40.0%,,,Whisky,Smooth & fruity,metal screw cap,United States,,220.0 Kcal / 100ml,,metal screw cap,,Jim Beam,bottle,47.45 EUR,James B. Beam,101863,,,general selection,,Edrington Finland,"medium-bodied,amber-yellow,fruity,banana-like,grainy notes,vanilla notes",0.2,
0,7.9 g/l,Lower-alcohol wine,10.0%,,,White wine,Nuanced & structured,metal screw cap,New Zealand,0.1 €,60.0 Kcal / 100ml,Sauvignon Blanc,"seafood,lean fish,blini,sushi,metal screw cap,lighter glass bottle",,Villa Maria Lighter Sauvignon Blanc 2017,bottle,20.51 EUR,Villa Maria,563607,,Marlborough,general selection,8.0 g/l,Social Wines,"medium dry,very acidic,citrus notes,currant leaf notes,light gooseberry notes,herbal notes",0.75,
0,5.9 g/l,,14.0%,,,White wine,Nuanced & structured,natural cork,Lebanon,,80.0 Kcal / 100ml,"Viognier,Chardonnay","fatty fish,clams, mussels, scallops and oysters,chicken, turkey,mild cheeses",A wooden transport packaging,El Ixsir White 2015,bottle,58.16 EUR,Wines of Lebanon,907217,,,sale-to-order selection,2.0 g/l,Veraison,"dry,acidic,flowery,melon notes,herbal notes",0.75,
0,,,46.8%,,,Whisky,Generous & powerful,natural cork,Scotland,,270.0 Kcal / 100ml,,,Sold in gift packaging,Highland Park Valknut Single Malt,bottle,107.11 EUR,Highland Park Distillery,938181,,,sale-to-order selection,,Edrington Finland,"full-bodied,smoky notes",0.7,
0,5.4 g/l,,11.7%,,,White wine,Crisp & fruity,metal screw cap,Australia,0.1 €,70.0 Kcal / 100ml,"Chardonnay,Pinot Grigio,Sauvignon Blanc,Pinot Gris","sushi,fatty fish,clams, mussels, scallops and oysters,oriental food,metal screw cap,lighter glass bottle",,Jacob's Creek Wah 2017,bottle,16.79 EUR,Jacob's Creek Wines,508317,Others,South Eastern Australia,general selection,3.0 g/l,Pernod Ricard,"dry,acidic,ripe citrus notes,whitecurrant notes,green apple notes,spicy,hint of mineral",0.75,
0,5.4 g/l,,11.7%,,,White wine,Crisp & fruity,metal screw cap,Australia,0.1 €,70.0 Kcal / 100ml,"Chardonnay,Pinot Grigio,Sauvignon Blanc,Pinot Gris","sushi,fatty fish,clams, mussels, scallops and oysters,oriental food,metal screw cap,lighter glass bottle",,Jacob's Creek Wah 2017,bottle,16.79 EUR,Jacob's Creek Wines,508317,Others,South Eastern Australia,general selection,3.0 g/l,Pernod Ricard,"dry,acidic,ripe citrus notes,whitecurrant notes,green apple notes,spicy,hint of mineral",0.75,
0,6.1 g/l,,13.0%,,,White wine,Nuanced & structured,natural cork,France,,70.0 Kcal / 100ml,Sauvignon Blanc,"seafood,lean fish,mild cheeses,clams, mussels, scallops and oysters",A wooden transport packaging,Bourgeois Sancerre Le Cotelin  2015,bottle,73.2 EUR,Domaine H. Bourgeois,545357,Loire,AOP Sancerre,limited quantity product,1.0 g/l,Bpf-Beverage Partners Finland,"dry,very acidic,citrus notes,light gooseberry notes,mineral notes,minerally,spicy",0.75,
